Year,ID,ID_direction,seq,Origin,Destination,stocks_origin,stocks_destination,stocks_bilateral,flow_origin,flow_destination,scaled_sci,SP_POP_TOTL_origin,SP_POP_TOTL_destination,SP_TOTOAL_bilateral,Region_origin,Region_destination,Region_sub_origin,Region_sub_destination,Income_origin,Income_destination,flow_region,flow_subregion,flow_income,Code_destination,Code_origin,iso2_origin,iso2_destination
2019,BDTL,BDTL,1,Bangladesh,Timor-Leste,68,,4.21950770517611,-1,,7.83913164827433,163046161,1293119,164339280,Asia,Asia,Southern Asia,South-eastern Asia,Lower middle income,Lower middle income,Asia to Asia,Southern Asia to South-eastern Asia,Lower middle income to Lower middle income,626,50,BD,TL
2019,BDTR,BDTR,1,Bangladesh,Turkey,444,,6.09582456243223,115,,6.93342302573072,163046161,83429615,246475776,Asia,Asia,Southern Asia,Western Asia,Lower middle income,Upper middle income,Asia to Asia,Southern Asia to Western Asia,Lower middle income to Upper middle income,792,50,BD,TR
2019,BDUG,BDUG,1,Bangladesh,Uganda,126,,4.83628190695148,0,,8.15248607578024,163046161,44269594,207315755,Asia,Africa,Southern Asia,Sub-Saharan Africa,Lower middle income,Low income,Asia to Africa,Southern Asia to Sub-Saharan Africa,Lower middle income to Low income,800,50,BD,UG
2019,BDUS,BDUS,1,Bangladesh,United States of America,240404,46614,12.5673002105451,17788,606,6.91770560983531,163046161,328239523,491285684,Asia,Americas,Southern Asia,Northern America,Lower middle income,High income,Asia to Americas,Southern Asia to Northern America,Lower middle income to High income,840,50,BD,US
2019,BDUS,USBD,2,United States of America,Bangladesh,46614,240404,12.5673002105451,606,17788,6.91770560983531,328239523,163046161,491285684,Americas,Asia,Northern America,Southern Asia,High income,Lower middle income,Americas to Asia,Northern America to Southern Asia,High income to Lower middle income,50,840,US,BD
2019,BDVN,BDVN,1,Bangladesh,Viet Nam,8254,27883,10.495072550186,359,362,6.27476202124194,163046161,96462106,259508267,Asia,Asia,Southern Asia,South-eastern Asia,Lower middle income,Lower middle income,Asia to Asia,Southern Asia to South-eastern Asia,Lower middle income to Lower middle income,704,50,BD,VN
2019,BDVN,VNBD,2,Viet Nam,Bangladesh,27883,8254,10.495072550186,362,359,6.27476202124194,96462106,163046161,259508267,Asia,Asia,South-eastern Asia,Southern Asia,Lower middle income,Lower middle income,Asia to Asia,South-eastern Asia to Southern Asia,Lower middle income to Lower middle income,50,704,VN,BD
2019,BDZA,BDZA,1,Bangladesh,South Africa,4430,,8.39615486303918,477,,7.9672801789422,163046161,58558270,221604431,Asia,Africa,Southern Asia,Sub-Saharan Africa,Lower middle income,Upper middle income,Asia to Africa,Southern Asia to Sub-Saharan Africa,Lower middle income to Upper middle income,710,50,BD,ZA
2019,BEBF,BFBE,1,Burkina Faso,Belgium,1568,,7.35755620091035,220,,8.79315687091382,20321378,11484055,31805433,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,854,BF,BE
2019,BEBG,BEBG,1,Belgium,Bulgaria,2199,34769,10.5178079525501,718,6020,10.4558197364538,11484055,6975761,18459816,Europe,Europe,Western Europe,Eastern Europe,High income,Upper middle income,Europe to Europe,Western Europe to Eastern Europe,High income to Upper middle income,100,56,BE,BG
2019,BEBG,BGBE,2,Bulgaria,Belgium,34769,2199,10.5178079525501,6020,718,10.4558197364538,6975761,11484055,18459816,Europe,Europe,Eastern Europe,Western Europe,Upper middle income,High income,Europe to Europe,Eastern Europe to Western Europe,Upper middle income to High income,56,100,BG,BE
2019,BEBH,BHBE,1,Bahrain,Belgium,54,,3.98898404656427,2,,7.77106708606541,1641172,11484055,13125227,Asia,Europe,Western Asia,Western Europe,High income,High income,Asia to Europe,Western Asia to Western Europe,High income to High income,56,48,BH,BE
2019,BEBI,BEBI,1,Belgium,Burundi,670,7942,9.06091185848425,65,1118,10.2193925839316,11484055,11530580,23014635,Europe,Africa,Western Europe,Sub-Saharan Africa,High income,Low income,Europe to Africa,Western Europe to Sub-Saharan Africa,High income to Low income,108,56,BE,BI
2019,BEBI,BIBE,2,Burundi,Belgium,7942,670,9.06091185848425,1118,65,10.2193925839316,11530580,11484055,23014635,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,108,BI,BE
2019,BEBJ,BJBE,1,Benin,Belgium,1542,,7.34083555412328,155,,8.76561454991472,11801151,11484055,23285206,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,204,BJ,BE
2019,BEBO,BEBO,1,Belgium,Bolivia (Plurinational State of),411,1245,7.41216033494521,34,93,7.02375895473844,11484055,11513100,22997155,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Lower middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Lower middle income,68,56,BE,BO
2019,BEBO,BOBE,2,Bolivia (Plurinational State of),Belgium,1245,411,7.41216033494521,93,34,7.02375895473844,11513100,11484055,22997155,Americas,Europe,Latin America and the Caribbean,Western Europe,Lower middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Lower middle income to High income,56,68,BO,BE
2019,BEBR,BEBR,1,Belgium,Brazil,2277,14634,9.73571957674968,255,2016,7.69893619981345,11484055,211049527,222533582,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Upper middle income,76,56,BE,BR
2019,BEBR,BRBE,2,Brazil,Belgium,14634,2277,9.73571957674968,2016,255,7.69893619981345,211049527,11484055,222533582,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,76,BR,BE
2019,BEBS,BSBE,1,Bahamas,Belgium,13,31,3.78418963391826,-2,1,7.48717369421374,389482,11484055,11873537,Americas,Europe,Latin America and the Caribbean,Western Europe,High income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,High income to High income,56,44,BS,BE
2019,BEBS,BEBS,2,Belgium,Bahamas,31,13,3.78418963391826,1,-2,7.48717369421374,11484055,389482,11873537,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,High income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to High income,44,56,BE,BS
2019,BEBT,BTBE,1,Bhutan,Belgium,284,,5.64897423816121,4,,7.39018142822643,763092,11484055,12247147,Asia,Europe,Southern Asia,Western Europe,Lower middle income,High income,Asia to Europe,Southern Asia to Western Europe,Lower middle income to High income,56,64,BT,BE
2019,BEBW,BWBE,1,Botswana,Belgium,42,,3.73766961828337,-3,,6.97447891102505,2303697,11484055,13787752,Africa,Europe,Sub-Saharan Africa,Western Europe,Upper middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Upper middle income to High income,56,72,BW,BE
2019,BEBY,BYBE,1,Belarus,Belgium,540,35,6.35437004079735,59,-1,8.34212526333359,9466856,11484055,20950911,Europe,Europe,Eastern Europe,Western Europe,Upper middle income,High income,Europe to Europe,Eastern Europe to Western Europe,Upper middle income to High income,56,112,BY,BE
2019,BEBY,BEBY,2,Belgium,Belarus,35,540,6.35437004079735,-1,59,8.34212526333359,11484055,9466856,20950911,Europe,Europe,Western Europe,Eastern Europe,High income,Upper middle income,Europe to Europe,Western Europe to Eastern Europe,High income to Upper middle income,112,56,BE,BY
2019,BECA,BECA,1,Belgium,Canada,20171,5172,10.140257836765,1348,255,8.8942588250027,11484055,37589262,49073317,Europe,Americas,Western Europe,Northern America,High income,High income,Europe to Americas,Western Europe to Northern America,High income to High income,124,56,BE,CA
2019,BECA,CABE,2,Canada,Belgium,5172,20171,10.140257836765,255,1348,8.8942588250027,37589262,11484055,49073317,Americas,Europe,Northern America,Western Europe,High income,High income,Americas to Europe,Northern America to Western Europe,High income to High income,56,124,CA,BE
2019,BECD,CDBE,1,Democratic Republic of the Congo,Belgium,89101,,11.3975258367405,5472,,10.1341229696086,86790567,11484055,98274622,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,180,CD,BE
2019,BECF,CFBE,1,Central African Republic,Belgium,485,,6.18414889093748,74,,9.78543573075999,4745185,11484055,16229240,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,140,CF,BE
2019,BECG,CGBE,1,Congo,Belgium,4154,,8.33182700443606,70,,9.61953186182516,5380508,11484055,16864563,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,178,CG,BE
2019,BECH,BECH,1,Belgium,Switzerland,17553,5419,10.0420313619842,1106,371,10.4299305871972,11484055,8574832,20058887,Europe,Europe,Western Europe,Western Europe,High income,High income,Europe to Europe,Western Europe to Western Europe,High income to High income,756,56,BE,CH
2019,BECH,CHBE,2,Switzerland,Belgium,5419,17553,10.0420313619842,371,1106,10.4299305871972,8574832,11484055,20058887,Europe,Europe,Western Europe,Western Europe,High income,High income,Europe to Europe,Western Europe to Western Europe,High income to High income,56,756,CH,BE
2019,BECI,CIBE,1,Côte d'Ivoire,Belgium,6384,,8.76155013912964,742,,9.04038207416563,25716544,11484055,37200599,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,384,CI,BE
2019,BECL,BECL,1,Belgium,Chile,3349,4450,8.9617507993305,842,227,7.51425465281641,11484055,18952038,30436093,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,High income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to High income,152,56,BE,CL
2019,BECL,CLBE,2,Chile,Belgium,4450,3349,8.9617507993305,227,842,7.51425465281641,18952038,11484055,30436093,Americas,Europe,Latin America and the Caribbean,Western Europe,High income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,High income to High income,56,152,CL,BE
2019,BECM,CMBE,1,Cameroon,Belgium,19201,,9.86271763999292,3145,,10.216508370253,25876380,11484055,37360435,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,120,CM,BE
2019,BECO,BECO,1,Belgium,Colombia,464,6809,8.89192414015454,10,690,7.32184971378836,11484055,50339443,61823498,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Upper middle income,170,56,BE,CO
2019,BECO,COBE,2,Colombia,Belgium,6809,464,8.89192414015454,690,10,7.32184971378836,50339443,11484055,61823498,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,170,CO,BE
2019,BECR,BECR,1,Belgium,Costa Rica,296,330,6.4393503711001,4,46,7.72356247227797,11484055,5047561,16531616,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Upper middle income,188,56,BE,CR
2019,BECR,CRBE,2,Costa Rica,Belgium,330,296,6.4393503711001,46,4,7.72356247227797,5047561,11484055,16531616,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,188,CR,BE
2019,BECV,BECV,1,Belgium,Cabo Verde,10,879,6.79009723551391,0,144,10.2660103643165,11484055,549935,12033990,Europe,Africa,Western Europe,Sub-Saharan Africa,High income,Lower middle income,Europe to Africa,Western Europe to Sub-Saharan Africa,High income to Lower middle income,132,56,BE,CV
2019,BECV,CVBE,2,Cabo Verde,Belgium,879,10,6.79009723551391,144,0,10.2660103643165,549935,11484055,12033990,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,132,CV,BE
2019,BECW,BECW,1,Belgium,Curaçao,98,,4.58496747867057,7,,10.234480519625,11484055,157538,11641593,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,High income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to High income,531,56,BE,CW
2019,BECY,BECY,1,Belgium,Cyprus,271,553,6.71417052990947,-1,65,9.5034576469179,11484055,1198575,12682630,Europe,Asia,Western Europe,Western Asia,High income,High income,Europe to Asia,Western Europe to Western Asia,High income to High income,196,56,BE,CY
2019,BECY,CYBE,2,Cyprus,Belgium,553,271,6.71417052990947,65,-1,9.5034576469179,1198575,11484055,12682630,Asia,Europe,Western Asia,Western Europe,High income,High income,Asia to Europe,Western Asia to Western Europe,High income to High income,56,196,CY,BE
2019,BECZ,BECZ,1,Belgium,Czechia,688,746,7.26822302115957,75,89,8.74289347151214,11484055,10669709,22153764,Europe,Europe,Western Europe,Eastern Europe,High income,High income,Europe to Europe,Western Europe to Eastern Europe,High income to High income,203,56,BE,CZ
2019,BECZ,CZBE,2,Czechia,Belgium,746,688,7.26822302115957,89,75,8.74289347151214,10669709,11484055,22153764,Europe,Europe,Eastern Europe,Western Europe,High income,High income,Europe to Europe,Eastern Europe to Western Europe,High income to High income,56,203,CZ,BE
2019,BEDE,BEDE,1,Belgium,Germany,32315,85150,11.6738956958531,2856,3618,9.68601538845915,11484055,83132799,94616854,Europe,Europe,Western Europe,Western Europe,High income,High income,Europe to Europe,Western Europe to Western Europe,High income to High income,276,56,BE,DE
2019,BEDE,DEBE,2,Germany,Belgium,85150,32315,11.6738956958531,3618,2856,9.68601538845915,83132799,11484055,94616854,Europe,Europe,Western Europe,Western Europe,High income,High income,Europe to Europe,Western Europe to Western Europe,High income to High income,56,276,DE,BE
2019,BEDJ,DJBE,1,Djibouti,Belgium,1452,,7.28069719538474,240,,10.2927216475339,973560,11484055,12457615,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,262,DJ,BE
2019,BEDK,BEDK,1,Belgium,Denmark,2467,2609,8.53227882883428,332,204,9.29761838008324,11484055,5818553,17302608,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,208,56,BE,DK
2019,BEDK,DKBE,2,Denmark,Belgium,2609,2467,8.53227882883428,204,332,9.29761838008324,5818553,11484055,17302608,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,56,208,DK,BE
2019,BEDO,BEDO,1,Belgium,Dominican Republic,264,3003,8.09162741160107,8,337,8.19643681123503,11484055,10738958,22223013,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Upper middle income,214,56,BE,DO
2019,BEDO,DOBE,2,Dominican Republic,Belgium,3003,264,8.09162741160107,337,8,8.19643681123503,10738958,11484055,22223013,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,214,DO,BE
2019,BEDZ,DZBE,1,Algeria,Belgium,27633,,10.2267659896563,1967,,8.07589363029886,43053054,11484055,54537109,Africa,Europe,Northern Africa,Western Europe,Lower middle income,High income,Africa to Europe,Northern Africa to Western Europe,Lower middle income to High income,56,12,DZ,BE
2019,BEEC,BEEC,1,Belgium,Ecuador,841,6635,8.91945316857545,-14,490,7.69757534680234,11484055,17373662,28857717,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Upper middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Upper middle income,218,56,BE,EC
2019,BEEC,ECBE,2,Ecuador,Belgium,6635,841,8.91945316857545,490,-14,7.69757534680234,17373662,11484055,28857717,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,218,EC,BE
2019,BEEE,BEEE,1,Belgium,Estonia,184,1001,7.07749805356923,34,272,9.30437701390256,11484055,1326590,12810645,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,233,56,BE,EE
2019,BEEE,EEBE,2,Estonia,Belgium,1001,184,7.07749805356923,272,34,9.30437701390256,1326590,11484055,12810645,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,56,233,EE,BE
2019,BEEG,BEEG,1,Belgium,Egypt,557,4895,8.60373779281642,166,573,7.18159194461187,11484055,100388073,111872128,Europe,Africa,Western Europe,Northern Africa,High income,Lower middle income,Europe to Africa,Western Europe to Northern Africa,High income to Lower middle income,818,56,BE,EG
2019,BEEG,EGBE,2,Egypt,Belgium,4895,557,8.60373779281642,573,166,7.18159194461187,100388073,11484055,111872128,Africa,Europe,Northern Africa,Western Europe,Lower middle income,High income,Africa to Europe,Northern Africa to Western Europe,Lower middle income to High income,56,818,EG,BE
2019,BEES,BEES,1,Belgium,Spain,47148,49889,11.4828476280535,3018,3859,9.6006918422743,11484055,47076781,58560836,Europe,Europe,Western Europe,Southern Europe,High income,High income,Europe to Europe,Western Europe to Southern Europe,High income to High income,724,56,BE,ES
2019,BEES,ESBE,2,Spain,Belgium,49889,47148,11.4828476280535,3859,3018,9.6006918422743,47076781,11484055,58560836,Europe,Europe,Southern Europe,Western Europe,High income,High income,Europe to Europe,Southern Europe to Western Europe,High income to High income,56,724,ES,BE
2019,BEET,ETBE,1,Ethiopia,Belgium,4751,,8.46611040118692,695,,8.19973896063079,112078730,11484055,123562785,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,231,ET,BE
2019,BEFI,BEFI,1,Belgium,Finland,897,2705,8.1892445257359,165,145,9.11943049661634,11484055,5520314,17004369,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,246,56,BE,FI
2019,BEFI,FIBE,2,Finland,Belgium,2705,897,8.1892445257359,145,165,9.11943049661634,5520314,11484055,17004369,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,56,246,FI,BE
2019,BEFJ,FJBE,1,Fiji,Belgium,27,,3.29583686600433,1,,6.72383244082121,889953,11484055,12374008,Oceania,Europe,Melanesia,Western Europe,Upper middle income,High income,Oceania to Europe,Melanesia to Western Europe,Upper middle income to High income,56,242,FJ,BE
2019,BEFR,BEFR,1,Belgium,France,161970,194862,12.7850203617651,8952,12648,10.7835291517352,11484055,67059887,78543942,Europe,Europe,Western Europe,Western Europe,High income,High income,Europe to Europe,Western Europe to Western Europe,High income to High income,250,56,BE,FR
2019,BEFR,FRBE,2,France,Belgium,194862,161970,12.7850203617651,12648,8952,10.7835291517352,67059887,11484055,78543942,Europe,Europe,Western Europe,Western Europe,High income,High income,Europe to Europe,Western Europe to Western Europe,High income to High income,56,250,FR,BE
2019,BEGA,BEGA,1,Belgium,Gabon,496,735,7.11558212618445,39,121,9.39706887058834,11484055,2172579,13656634,Europe,Africa,Western Europe,Sub-Saharan Africa,High income,Upper middle income,Europe to Africa,Western Europe to Sub-Saharan Africa,High income to Upper middle income,266,56,BE,GA
2019,BEGA,GABE,2,Gabon,Belgium,735,496,7.11558212618445,121,39,9.39706887058834,2172579,11484055,13656634,Africa,Europe,Sub-Saharan Africa,Western Europe,Upper middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Upper middle income to High income,56,266,GA,BE
2019,BEGB,BEGB,1,Belgium,United Kingdom,34459,23231,10.9628391272509,4114,747,9.27021176901357,11484055,66834405,78318460,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,826,56,BE,GB
2019,BEGB,GBBE,2,United Kingdom,Belgium,23231,34459,10.9628391272509,747,4114,9.27021176901357,66834405,11484055,78318460,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,56,826,GB,BE
2019,BEGE,BEGE,1,Belgium,Georgia,22,554,6.35610766069589,0,55,8.64664125860312,11484055,3720382,15204437,Europe,Asia,Western Europe,Western Asia,High income,Upper middle income,Europe to Asia,Western Europe to Western Asia,High income to Upper middle income,268,56,BE,GE
2019,BEGE,GEBE,2,Georgia,Belgium,554,22,6.35610766069589,55,0,8.64664125860312,3720382,11484055,15204437,Asia,Europe,Western Asia,Western Europe,Upper middle income,High income,Asia to Europe,Western Asia to Western Europe,Upper middle income to High income,56,268,GE,BE
2019,BEGH,GHBE,1,Ghana,Belgium,10131,,9.22335530905368,1175,,8.92558733903028,30417856,11484055,41901911,Africa,Europe,Sub-Saharan Africa,Western Europe,Lower middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Lower middle income to High income,56,288,GH,BE
2019,BEGM,GMBE,1,Gambia,Belgium,874,,6.77308037565554,163,,9.86094532927045,2347706,11484055,13831761,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,270,GM,BE
2019,BEGN,BEGN,1,Belgium,Guinea,38,15273,9.6363268033051,-2,2289,10.8932146024835,11484055,12771246,24255301,Europe,Africa,Western Europe,Sub-Saharan Africa,High income,Low income,Europe to Africa,Western Europe to Sub-Saharan Africa,High income to Low income,324,56,BE,GN
2019,BEGN,GNBE,2,Guinea,Belgium,15273,38,9.6363268033051,2289,-2,10.8932146024835,12771246,11484055,24255301,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,324,GN,BE
2019,BEGQ,GQBE,1,Equatorial Guinea,Belgium,102,,4.62497281328427,20,,9.3195534569495,1355986,11484055,12840041,Africa,Europe,Sub-Saharan Africa,Western Europe,Upper middle income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Upper middle income to High income,56,226,GQ,BE
2019,BEGR,BEGR,1,Belgium,Greece,4992,17832,10.0355678928933,-120,1639,9.878836189095,11484055,10716322,22200377,Europe,Europe,Western Europe,Southern Europe,High income,High income,Europe to Europe,Western Europe to Southern Europe,High income to High income,300,56,BE,GR
2019,BEGR,GRBE,2,Greece,Belgium,17832,4992,10.0355678928933,1639,-120,9.878836189095,10716322,11484055,22200377,Europe,Europe,Southern Europe,Western Europe,High income,High income,Europe to Europe,Southern Europe to Western Europe,High income to High income,56,300,GR,BE
2019,BEGT,GTBE,1,Guatemala,Belgium,875,,6.77422388635761,43,,6.41836493593621,16604026,11484055,28088081,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,320,GT,BE
2019,BEGW,GWBE,1,Guinea-Bissau,Belgium,315,,5.75257263882563,39,,9.46776940125694,1920922,11484055,13404977,Africa,Europe,Sub-Saharan Africa,Western Europe,Low income,High income,Africa to Europe,Sub-Saharan Africa to Western Europe,Low income to High income,56,624,GW,BE
2019,BEGY,GYBE,1,Guyana,Belgium,93,,4.53259949315326,1,,7.32580750259577,782766,11484055,12266821,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,328,GY,BE
2019,BEHN,BEHN,1,Belgium,Honduras,25,288,5.74620319054015,0,27,6.57368016696065,11484055,9746117,21230172,Europe,Americas,Western Europe,Latin America and the Caribbean,High income,Lower middle income,Europe to Americas,Western Europe to Latin America and the Caribbean,High income to Lower middle income,340,56,BE,HN
2019,BEHN,HNBE,2,Honduras,Belgium,288,25,5.74620319054015,27,0,6.57368016696065,9746117,11484055,21230172,Americas,Europe,Latin America and the Caribbean,Western Europe,Lower middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Lower middle income to High income,56,340,HN,BE
2019,BEHR,BEHR,1,Belgium,Croatia,346,412,6.63068338564237,-29,163,9.17554186643349,11484055,4067500,15551555,Europe,Europe,Western Europe,Southern Europe,High income,High income,Europe to Europe,Western Europe to Southern Europe,High income to High income,191,56,BE,HR
2019,BEHR,HRBE,2,Croatia,Belgium,412,346,6.63068338564237,163,-29,9.17554186643349,4067500,11484055,15551555,Europe,Europe,Southern Europe,Western Europe,High income,High income,Europe to Europe,Southern Europe to Western Europe,High income to High income,56,191,HR,BE
2019,BEHT,HTBE,1,Haiti,Belgium,2069,,7.63482067774554,144,,7.67878899819915,11263077,11484055,22747132,Americas,Europe,Latin America and the Caribbean,Western Europe,Low income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Low income to High income,56,332,HT,BE
2019,BEHU,BEHU,1,Belgium,Hungary,2237,8507,9.28210273820307,256,475,9.12500032480917,11484055,9769949,21254004,Europe,Europe,Western Europe,Eastern Europe,High income,High income,Europe to Europe,Western Europe to Eastern Europe,High income to High income,348,56,BE,HU
2019,BEHU,HUBE,2,Hungary,Belgium,8507,2237,9.28210273820307,475,256,9.12500032480917,9769949,11484055,21254004,Europe,Europe,Eastern Europe,Western Europe,High income,High income,Europe to Europe,Eastern Europe to Western Europe,High income to High income,56,348,HU,BE
2019,BEID,IDBE,1,Indonesia,Belgium,3643,,8.20056279700856,289,,5.98141421125448,270625568,11484055,282109623,Asia,Europe,South-eastern Asia,Western Europe,Upper middle income,High income,Asia to Europe,South-eastern Asia to Western Europe,Upper middle income to High income,56,360,ID,BE
2019,BEIE,BEIE,1,Belgium,Ireland,1798,3555,8.58541243039338,160,222,9.49114887548479,11484055,4941444,16425499,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,372,56,BE,IE
2019,BEIE,IEBE,2,Ireland,Belgium,3555,1798,8.58541243039338,222,160,9.49114887548479,4941444,11484055,16425499,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,56,372,IE,BE
2019,BEIN,INBE,1,India,Belgium,22852,,10.0367939198444,3037,,5.99893656194668,1366417754,11484055,1377901809,Asia,Europe,Southern Asia,Western Europe,Lower middle income,High income,Asia to Europe,Southern Asia to Western Europe,Lower middle income to High income,56,356,IN,BE
2019,BEIS,BEIS,1,Belgium,Iceland,161,223,5.95064255258773,41,-10,9.83713405198611,11484055,361313,11845368,Europe,Europe,Western Europe,Northern Europe,High income,High income,Europe to Europe,Western Europe to Northern Europe,High income to High income,352,56,BE,IS
2019,BEIS,ISBE,2,Iceland,Belgium,223,161,5.95064255258773,-10,41,9.83713405198611,361313,11484055,11845368,Europe,Europe,Northern Europe,Western Europe,High income,High income,Europe to Europe,Northern Europe to Western Europe,High income to High income,56,352,IS,BE
2019,BEIT,BEIT,1,Belgium,Italy,47147,126432,12.0643881061493,1689,6477,9.73943804052962,11484055,60297396,71781451,Europe,Europe,Western Europe,Southern Europe,High income,High income,Europe to Europe,Western Europe to Southern Europe,High income to High income,380,56,BE,IT
2019,BEIT,ITBE,2,Italy,Belgium,126432,47147,12.0643881061493,6477,1689,9.73943804052962,60297396,11484055,71781451,Europe,Europe,Southern Europe,Western Europe,High income,High income,Europe to Europe,Southern Europe to Western Europe,High income to High income,56,380,IT,BE
2019,BEJM,JMBE,1,Jamaica,Belgium,446,,6.10031895202006,49,,7.9820748750812,2948279,11484055,14432334,Americas,Europe,Latin America and the Caribbean,Western Europe,Upper middle income,High income,Americas to Europe,Latin America and the Caribbean to Western Europe,Upper middle income to High income,56,388,JM,BE
